,DATE,RESIDUE_P,HUMUS_P,FERTZR_P,NET_PL_EXCH_P,EXCH_PO4,SUR_DOP+SED_FLX,SUB_DOP_FLX,SUR_DIP_FLX,SUB_DIP_FLX,PRECIP_P,MICRO_P,FIRE_POX_EMIT,PO4_1,PO4_2,PO4_3,PO4_4,PO4_5,PO4_6,PO4_7,PO4_8,PO4_9,PO4_10,PO4_11,PO4_12,PO4_13,PO4_14,PO4_15,EXCH_P_1,EXCH_P_2,EXCH_P_3,EXCH_P_4,EXCH_P_5,EXCH_P_6,EXCH_P_7,EXCH_P_8,EXCH_P_9,EXCH_P_10,EXCH_P_11,EXCH_P_12,EXCH_P_13,EXCH_P_14,EXCH_P_15,PO4_RES,EXCH_P_RES,ECO_HVST_P,NET_P_MIN
162,12062001.0,1.283539,138.6161,5.0,-0.224338,10.28884,0.008311608,0.0004043046,0.007318657,0.00171705,1193.793,2.294611,0.0,0.3187348,0.02588962,0.5738627,0.01947048,0.01527756,0.006516761,0.005109561,0.06534804,0.09336711,0.08649627,0.08468369,0.08409311,0.08479112,0.08682575,0.0,8.878928,10.01372,21.95236,3.609503,2.727196,1.222309,0.9084522,1.744406,2.332075,2.232121,2.312572,2.311789,2.410039,2.607636,0.0,43.95564,0.0,0.0,2.5013
163,13062001.0,1.272927,138.596,5.0,-0.2570573,10.33873,0.008311608,0.0004044786,0.007318657,0.001738888,1193.74,2.282018,0.0,0.1539564,0.04103523,0.4914244,0.01444956,0.01183902,0.006420088,0.004972392,0.06657479,0.09392788,0.08669466,0.08482516,0.08425679,0.08492884,0.08697106,0.0,8.907259,9.992989,22.07128,3.604491,2.723728,1.221344,0.9076585,1.755596,2.345338,2.244386,2.325103,2.324211,2.423168,2.621416,0.0,22.2988,0.0,0.0,2.529806
164,14062001.0,1.265484,138.5808,5.0,-0.2864398,10.38748,0.008311608,0.0004056235,0.007318657,0.001779375,1193.684,2.276305,0.0,0.1320353,0.01895255,0.4744405,0.009249679,0.007663908,0.00545593,0.004746513,0.0666232,0.09441473,0.086905,0.08496938,0.08436102,0.08506764,0.0871162,0.0,8.935298,9.971956,22.169,3.599257,2.717927,1.220183,0.9067917,1.766942,2.358675,2.256669,2.337632,2.336629,2.436252,2.635163,0.0,5.700257,0.0,0.0,2.550674
165,15062001.0,1.258303,138.5663,5.0,-0.3150654,10.43591,0.008311608,0.0004056387,0.007318657,0.001782988,1193.627,2.268607,0.0,0.2846737,0.01958141,0.4076544,0.009619862,0.008111518,0.005387109,0.004627293,0.06558994,0.09467146,0.08711177,0.08511547,0.08449388,0.08520672,0.08726121,0.0,8.969927,9.945492,22.26904,3.59032,2.7115,1.218814,0.9058571,1.778152,2.37206,2.268958,2.350156,2.349033,2.449328,2.648897,0.0,18.34069,0.0,0.0,2.570631
166,16062001.0,1.24949,138.5499,5.0,-0.3511316,10.48209,0.008311608,0.0004056591,0.007318657,0.00178782,1193.57,2.25767,0.0,0.281817,0.0210839,0.2773952,0.01055736,0.00889358,0.0056794,0.00473195,0.06503005,0.09471595,0.08729798,0.08526146,0.08462792,0.08534525,0.08740613,0.0,9.002762,9.921159,22.32425,3.582035,2.705647,1.217519,0.9049366,1.789109,2.385437,2.28126,2.362671,2.361424,2.462391,2.662622,0.0,34.98579,0.0,0.0,2.594093
167,17062001.0,1.240748,138.533,5.0,-0.3919327,10.5254,0.008311608,0.0004056837,0.007318657,0.001793715,1193.511,2.247868,0.0,0.2227937,0.02208297,0.1495284,0.01070872,0.009065421,0.005734648,0.004773251,0.06527416,0.09479507,0.08746192,0.08540582,0.08476192,0.08548352,0.08755089,0.0,9.027788,9.897275,22.32393,3.574108,2.700138,1.216309,0.9040512,1.799995,2.398788,2.293561,2.375186,2.373809,2.475455,2.676329,0.0,42.33137,0.0,0.0,2.617812
168,18062001.0,1.229154,138.5142,5.0,-0.4393151,10.56664,0.008311608,0.0004057124,0.007318657,0.001800556,1193.451,2.229889,0.0,0.1414796,0.01984027,0.07684655,0.01128816,0.009814259,0.006124242,0.00492368,0.06579446,0.09496501,0.08761781,0.0855484,0.08489659,0.0856214,0.08769549,0.0,9.054728,9.877382,22.27821,3.566963,2.695143,1.215181,0.9032003,1.810925,2.412135,2.305863,2.387689,2.38618,2.488503,2.690022,0.0,57.15019,0.0,0.0,2.646291
169,19062001.0,1.223636,138.4997,5.0,-0.474129,10.60804,0.008311608,0.0004057451,0.007318657,0.001808253,1193.391,2.22294,0.0,0.01354172,0.01486427,0.2015743,0.008128975,0.007320983,0.005215338,0.004606164,0.06622615,0.09521955,0.08777562,0.0856901,0.08502944,0.08575919,0.08783976,0.0,9.04759,9.850559,22.24915,3.558701,2.689502,1.21399,0.9023461,1.821957,2.425482,2.318164,2.40019,2.398546,2.501547,2.703687,0.0,41.92826,0.0,0.0,2.664397
170,20062001.0,1.218412,138.487,5.0,-0.50983,10.64959,0.008311608,0.0004057802,0.007318657,0.001816734,1193.331,2.216494,0.0,0.00771562,0.01331803,0.1295851,0.00815548,0.0070464,0.005018719,0.004471696,0.06528383,0.09534503,0.08793201,0.08583134,0.08516316,0.08589706,0.08798393,0.0,9.024215,9.823485,22.22947,3.549992,2.683457,1.212643,0.9014262,1.832841,2.438823,2.330466,2.412683,2.410897,2.514578,2.717334,0.0,35.76279,0.0,0.0,2.680427
171,21062001.0,1.212761,138.4747,5.0,-0.5480273,10.68977,0.008311608,0.000405819,0.007318657,0.001825943,1193.269,2.209641,0.0,0.0207079,0.01571964,0.07006914,0.008456768,0.007369152,0.005040254,0.00444105,0.06425438,0.09528592,0.08806933,0.08597143,0.08529662,0.08603489,0.08812808,0.0,9.012166,9.79707,22.18308,3.541215,2.677353,1.21126,0.9004858,1.843412,2.452111,2.342767,2.425169,2.423244,2.527602,2.730963,0.0,35.62273,0.0,0.0,2.696547
172,22062001.0,1.206218,138.4611,5.0,-0.5880499,10.72934,0.008311608,0.0004058599,0.007318657,0.001835852,1193.207,2.200899,0.0,0.02258363,0.01662459,0.07171725,0.009058753,0.00781522,0.005204468,0.004488348,0.06260364,0.09517145,0.08818483,0.08610909,0.08542975,0.0861726,0.08827208,0.0,9.018434,9.772884,22.12219,3.532972,2.671572,1.20992,0.8995523,1.853649,2.465318,2.35506,2.437648,2.435574,2.540613,2.744582,0.0,38.16324,0.0,0.0,2.714844
173,23062001.0,1.198626,138.4462,5.0,-0.6302027,10.7689,0.008311608,0.0004059044,0.007318657,0.001846446,1193.145,2.190758,0.0,0.02218925,0.02067294,0.07495832,0.01021959,0.008587648,0.005428917,0.004582362,0.05799684,0.09512033,0.08828894,0.08624399,0.08556241,0.08631026,0.08841574,0.0,9.026306,9.751054,22.06443,3.525287,2.666155,1.208646,0.8986427,1.863147,2.478451,2.367335,2.45012,2.447901,2.553618,2.758185,0.0,43.24906,0.0,0.0,2.735293
174,24062001.0,1.189192,138.4293,5.0,-0.6767503,10.80814,0.008311608,0.0004104732,0.007318657,0.001946837,1193.083,2.177172,0.0,0.03113735,0.02410676,0.07808421,0.01158287,0.009650181,0.005822616,0.004768808,0.04624934,0.09518895,0.0883927,0.08637635,0.08569445,0.08644771,0.08855926,0.0,9.037889,9.732986,22.01063,3.518514,2.661332,1.207489,0.8977816,1.870657,2.491526,2.379587,2.462577,2.460211,2.566607,2.771775,0.0,51.39279,0.0,0.0,2.75969
175,25062001.0,1.179303,138.4112,5.0,-0.7260534,10.84626,0.008311608,0.000422029,0.007318657,0.002271557,1193.023,2.162392,0.0,0.02278134,0.02533221,0.07977761,0.01223436,0.01027056,0.006102313,0.004902557,0.03076915,0.09547623,0.08851957,0.08650851,0.08582564,0.0865851,0.08870275,0.0,9.046805,9.717449,21.96063,3.512457,2.657096,1.20647,0.8969948,1.874529,2.504472,2.391757,2.474992,2.472504,2.579588,2.785349,0.0,54.48759,0.0,0.0,2.785572
176,26062001.0,1.170845,138.3954,5.0,-0.7757404,10.88264,0.008311608,0.0004271432,0.007318657,0.00248042,1192.958,2.15098,0.0,0.01463062,0.01572979,0.1338801,0.0127719,0.008427502,0.005623078,0.004629786,0.02096044,0.09586135,0.08867123,0.08664344,0.08595729,0.08671918,0.08884592,0.0,9.032687,9.695768,21.91134,3.50608,2.6527,1.205465,0.8961573,1.875281,2.51734,2.403845,2.487359,2.484769,2.592522,2.798905,0.0,4.604786,0.0,0.0,2.807957
177,27062001.0,1.163825,138.3811,5.0,-0.8285799,10.91742,0.008311608,0.0004284249,0.007318657,0.002482607,1192.891,2.144762,0.0,0.01545946,0.0178507,0.07690778,0.009191987,0.007956269,0.005361435,0.004617981,0.01525961,0.09609791,0.08882805,0.08677953,0.08608839,0.08685859,0.08898899,0.0,9.020028,9.66916,21.85091,3.497803,2.646944,1.204276,0.8952791,1.874261,2.530226,2.415919,2.499705,2.49702,2.605409,2.812439,0.0,19.3977,0.0,0.0,2.827336
178,28062001.0,1.155913,138.3649,5.0,-0.8807888,10.9524,0.008311608,0.0004284368,0.007318657,0.00248551,1192.825,2.13425,0.0,0.015165,0.02015158,0.07994365,0.0102715,0.008782418,0.005578398,0.004696578,0.01089167,0.09623074,0.08898021,0.08691599,0.08621964,0.0869955,0.08913184,0.0,9.024708,9.646971,21.79602,3.490214,2.641653,1.203074,0.8944246,1.872015,2.543116,2.427993,2.512036,2.509252,2.618279,2.825963,0.0,41.20358,0.0,0.0,2.849618
179,29062001.0,1.147744,138.3479,5.0,-0.9328758,10.98745,0.008311608,0.000428453,0.007318657,0.002489415,1192.761,2.122937,0.0,0.01385147,0.02219597,0.08201534,0.01083904,0.009230103,0.005722607,0.004756723,0.008470823,0.09636737,0.08912522,0.08705229,0.08635075,0.08713198,0.08927467,0.0,9.028672,9.627586,21.74569,3.483329,2.636859,1.201945,0.8936009,1.868932,2.556006,2.440049,2.524348,2.521471,2.631148,2.839472,0.0,52.85731,0.0,0.0,2.872921
180,30062001.0,1.138172,138.3313,5.0,-0.9878872,11.02204,0.008311608,0.0004293193,0.007318657,0.002569593,1192.696,2.107258,0.0,0.01559738,0.01741868,0.07687213,0.01108319,0.008776776,0.005618152,0.004643027,0.007409454,0.0965405,0.0892686,0.08718827,0.08648198,0.08726525,0.08941714,0.0,9.013223,9.605816,21.69511,3.476772,2.632293,1.20086,0.8927451,1.865464,2.568896,2.452103,2.53665,2.533677,2.643983,2.852965,0.0,4.303199,0.0,0.0,2.897316
181,1072001.0,1.13239,138.3173,5.0,-1.040937,11.05573,0.008311608,0.0004307187,0.007318657,0.002569473,1192.627,2.102058,0.0,0.01376149,0.01286898,0.07750279,0.007664128,0.006977684,0.005089603,0.004524924,0.006903517,0.09666812,0.08941398,0.0873242,0.08661268,0.08740319,0.08955943,0.0,8.994576,9.57815,21.63717,3.468711,2.626766,1.199667,0.8918782,1.861808,2.581786,2.464144,2.548933,2.545868,2.656775,2.866433,0.0,3.769174,0.0,0.0,2.915078
182,2072001.0,1.126583,138.3039,5.0,-1.091013,11.0898,0.008311608,0.0004321185,0.007318657,0.002570102,1192.56,2.093645,0.0,0.02002712,0.01874332,0.08176889,0.008986908,0.007598826,0.00505834,0.004443061,0.006503273,0.09672979,0.08955552,0.08746006,0.08674341,0.08753936,0.08970166,0.0,8.986853,9.553555,21.58401,3.460341,2.620952,1.198338,0.8909749,1.858053,2.594671,2.47618,2.561207,2.558039,2.669567,2.879884,0.0,26.6099,0.0,0.0,2.93244
183,3072001.0,1.119127,138.2902,5.0,-1.147979,11.12323,0.008334162,0.0004343023,0.007339101,0.002627102,1192.49,2.08729,0.0,0.01495047,0.01535526,0.08119431,0.00844681,0.007226752,0.00507384,0.004447681,0.006466931,0.09664402,0.08968118,0.0875949,0.08687438,0.08767344,0.08984362,0.0,8.964781,9.52509,21.52622,3.452076,2.615105,1.197031,0.890021,1.854227,2.60752,2.48821,2.573462,2.570196,2.682308,2.89332,0.0,4.190991,0.0,0.0,2.951685
184,4072001.0,1.1088,138.2753,5.0,-1.202628,11.1579,0.008475362,0.0004391603,0.00735606,0.002737556,1192.417,2.068053,0.0,0.01469753,0.01637265,0.3447913,0.01094071,0.007182118,0.004928127,0.004344,0.006456759,0.09656338,0.08979475,0.08772794,0.08700473,0.08780491,0.08998539,0.0,8.938289,9.497665,21.49528,3.443998,2.608655,1.195629,0.8890042,1.850392,2.620328,2.500226,2.585708,2.582339,2.695002,2.90674,0.0,3.239916,0.0,0.0,2.975072
185,5072001.0,1.102009,138.2622,5.0,-1.264247,11.19331,0.008475362,0.0004405321,0.00735606,0.002730513,1192.344,2.063046,0.0,0.01265369,0.01365523,0.08261256,0.007712767,0.00671679,0.004782835,0.004305415,0.006441392,0.09616479,0.0899066,0.08785959,0.08713444,0.08794267,0.090127,0.0,8.921452,9.467952,21.48391,3.434165,2.60142,1.193998,0.887915,1.846495,2.633097,2.512228,2.597936,2.594462,2.707639,2.920145,0.0,20.82599,0.0,0.0,2.993202
186,6072001.0,1.094406,138.2479,5.0,-1.302076,11.22568,0.008475362,0.000441904,0.00735606,0.002724928,1192.294,2.05316,0.0,0.03498999,0.01803889,0.02177441,0.009052995,0.00759431,0.005021794,0.004377419,0.006423246,0.09251212,0.09001946,0.0879906,0.08726445,0.08807772,0.09026855,0.0,8.929174,9.441186,21.40796,3.424941,2.59483,1.192462,0.8868744,1.842554,2.645494,2.524225,2.610154,2.606569,2.720291,2.933537,0.0,57.67429,0.0,0.0,3.013336
187,7072001.0,1.086069,138.2319,5.0,-1.334582,11.25757,0.008475362,0.0004432758,0.00735606,0.002720514,1192.252,2.042691,0.0,0.0268668,0.01980946,0.02299836,0.00986155,0.008247314,0.005289667,0.004505706,0.006462866,0.08461975,0.09012438,0.08812135,0.08739375,0.0882119,0.09041004,0.0,8.932491,9.417933,21.33076,3.416938,2.58909,1.1911,0.8859078,1.838641,2.656603,2.536224,2.622356,2.618664,2.732948,2.946914,0.0,77.75819,0.0,0.0,3.035612
188,8072001.0,1.076748,138.2157,5.0,-1.372538,11.28768,0.008475362,0.0004460394,0.00735606,0.002802225,1192.209,2.026551,0.0,0.01449316,0.01589111,0.01960062,0.008042773,0.007376886,0.005036839,0.004428192,0.006484498,0.07204506,0.09021536,0.08825252,0.087523,0.08834254,0.09055125,0.0,8.917344,9.392156,21.24732,3.4085,2.583204,1.189787,0.8849267,1.834773,2.6654,2.548222,2.634546,2.63074,2.745565,2.96027,0.0,3.171407,0.0,0.0,3.059216
189,9072001.0,1.069967,138.2019,5.0,-1.407705,11.31579,0.008475362,0.0004474084,0.00735606,0.002794545,1192.166,2.022242,0.0,0.01098559,0.01393341,0.01859789,0.007824958,0.006867665,0.0048716,0.004355083,0.006454441,0.06128814,0.09030294,0.08838373,0.08765158,0.08847836,0.09069227,0.0,8.899301,9.362598,21.15806,3.398588,2.576192,1.188222,0.8838807,1.830871,2.671484,2.560219,2.646735,2.642802,2.758144,2.973612,0.0,10.49301,0.0,0.0,3.078049
190,10072001.0,1.064169,138.1881,5.0,-1.441433,11.34348,0.008475362,0.0004487775,0.00735606,0.002788275,1192.122,2.015544,0.0,0.01729941,0.01411612,0.01850726,0.007764517,0.006737478,0.004817137,0.004326977,0.006425112,0.05468629,0.09038793,0.08851545,0.08778043,0.0886123,0.09083319,0.0,8.891891,9.334354,21.07443,3.389172,2.56955,1.186695,0.8828539,1.826948,2.675712,2.572217,2.658925,2.654857,2.770723,2.986928,0.0,43.17776,0.0,0.0,3.095678
191,11072001.0,1.058795,138.1747,5.0,-1.474734,11.37081,0.008475362,0.0004501465,0.00735606,0.002783209,1192.078,2.008911,0.0,0.01340121,0.01382281,0.01814075,0.007547712,0.006570884,0.004747062,0.004296762,0.006396363,0.05067464,0.09038661,0.08864738,0.08790913,0.08874563,0.09097402,0.0,8.88496,9.306796,20.99375,3.380021,2.563094,1.1852,0.8818451,1.82305,2.678816,2.584214,2.671114,2.666893,2.783301,3.000236,0.0,57.32536,0.0,0.0,3.112437
192,12072001.0,1.053011,138.1613,5.0,-1.509053,11.398,0.008475362,0.0004515155,0.00735606,0.002779212,1192.034,2.000891,0.0,0.02090446,0.01526215,0.01909629,0.008065167,0.006927154,0.004827468,0.004310153,0.006371872,0.05048173,0.08509389,0.08877417,0.08803777,0.0888788,0.09111448,0.0,8.881618,9.281466,20.91738,3.371327,2.556935,1.183735,0.8808517,1.819184,2.681361,2.595771,2.683304,2.678928,2.795881,3.013528,0.0,67.611,0.0,0.0,3.129715
193,13072001.0,1.046672,138.1479,5.0,-1.548633,11.42324,0.008475362,0.0004538145,0.00735606,0.002833319,1191.99,1.991703,0.0,0.01226525,0.01265473,0.01682711,0.007021694,0.006239098,0.004658516,0.00424156,0.00635171,0.05094595,0.07131356,0.08887991,0.08816634,0.08900981,0.09125482,0.0,8.864392,9.25325,20.83486,3.362228,2.550551,1.18229,0.8798222,1.815338,2.684109,2.604894,2.695475,2.690947,2.808442,3.026801,0.0,2.64053,0.0,0.0,3.147629
194,14072001.0,1.041452,138.1357,5.0,-1.588627,11.44616,0.008475362,0.0004551891,0.00735606,0.002827913,1191.945,1.987315,0.0,0.01069034,0.01245216,0.01698604,0.00700597,0.006145588,0.004541266,0.004185763,0.006318136,0.04933272,0.05953551,0.0889598,0.08829414,0.08914429,0.09139512,0.0,8.845456,9.223059,20.74826,3.351981,2.543248,1.180623,0.8787381,1.811455,2.686684,2.610985,2.707636,2.702962,2.820982,3.040059,0.0,15.73627,0.0,0.0,3.163341
195,15072001.0,1.0367,138.1236,5.0,-1.628479,11.46812,0.008475362,0.0004565637,0.00735606,0.002823831,1191.899,1.981272,0.0,0.01538932,0.01316531,0.01718506,0.007031788,0.006083285,0.004503816,0.004165996,0.006293258,0.04723755,0.05252783,0.08904481,0.08842201,0.08927731,0.0915354,0.0,8.83743,9.194527,20.66715,3.342357,2.536342,1.179021,0.877677,1.807552,2.688795,2.614981,2.719797,2.714964,2.833522,3.053294,0.0,42.2577,0.0,0.0,3.178339
196,16072001.0,1.030802,138.1107,5.0,-1.670017,11.48975,0.008475362,0.0004579384,0.00735606,0.002820996,1191.853,1.973296,0.0,0.02687451,0.01671068,0.0193893,0.008099248,0.006812493,0.004705863,0.004223825,0.006283817,0.04561545,0.04921132,0.08902475,0.08854964,0.08941019,0.09167521,0.0,8.834545,9.169191,20.59154,3.333526,2.529933,1.177497,0.8766466,1.803684,2.690502,2.617846,2.731957,2.726962,2.846062,3.066521,0.0,65.08777,0.0,0.0,3.195183
197,17072001.0,1.023849,138.0966,5.0,-1.714834,11.51127,0.008475362,0.0004593148,0.00735606,0.002819345,1191.806,1.964321,0.0,0.01968517,0.01875904,0.02100117,0.009092057,0.007596724,0.004992829,0.004336751,0.006316055,0.04386514,0.05073594,0.07738971,0.08866984,0.0895429,0.09181489,0.0,8.833313,9.14794,20.52271,3.325804,2.524374,1.176113,0.8756747,1.799866,2.691812,2.620567,2.742916,2.738958,2.858603,3.079736,0.0,81.78545,0.0,0.0,3.214348
198,18072001.0,1.017749,138.0828,5.0,-1.761121,11.53154,0.008475362,0.0004606934,0.00735606,0.002818833,1191.759,1.956311,0.0,0.01757268,0.01867297,0.02063771,0.008874484,0.007489922,0.004985626,0.004355113,0.006341848,0.04222442,0.05199907,0.06038615,0.08876763,0.08967549,0.09195451,0.0,8.828845,9.12835,20.45865,3.318609,2.519237,1.174821,0.8747498,1.796099,2.69272,2.623657,2.749775,2.750936,2.871143,3.092933,0.0,84.22434,0.0,0.0,3.23247
199,19072001.0,1.011642,138.0689,5.0,-1.808221,11.55077,0.008475362,0.0004620742,0.00735606,0.002819453,1191.712,1.947611,0.0,0.01743556,0.01971167,0.02103095,0.009066788,0.007639755,0.005029108,0.004375041,0.006347473,0.04076938,0.05209217,0.0508294,0.08886039,0.08980821,0.09209386,0.0,8.825081,9.110699,20.39869,3.311795,2.514341,1.17357,0.873848,1.792371,2.693277,2.626879,2.753378,2.762914,2.883683,3.106114,0.0,86.04043,0.0,0.0,3.25053
200,20072001.0,1.005455,138.055,5.0,-1.85566,11.56946,0.008475362,0.0004634572,0.00735606,0.002821232,1191.665,1.938208,0.0,0.01727802,0.02190018,0.02193677,0.009481679,0.007905391,0.00508777,0.004398827,0.006353051,0.0393054,0.0514575,0.04736404,0.08845198,0.08994079,0.092233,0.0,8.820292,9.095366,20.34241,3.305455,2.509755,1.172367,0.8729674,1.788677,2.693494,2.630006,2.755428,2.77486,2.896223,3.119272,0.0,88.02084,0.0,0.0,3.26867
201,21072001.0,0.9972745,138.0409,5.0,-1.908756,11.58689,0.008510955,0.0004663225,0.007383772,0.002918431,1191.616,1.923308,0.0,0.01429485,0.01794836,0.01970265,0.009451124,0.008104484,0.005184807,0.004283234,0.006350978,0.03790564,0.05062271,0.04971095,0.07945821,0.09006299,0.09237202,0.0,8.803089,9.07498,20.28546,3.299356,2.505457,1.171211,0.8720151,1.785004,2.693404,2.632961,2.757465,2.785671,2.908731,3.132415,0.0,2.564993,0.0,0.0,3.289296
202,22072001.0,0.9909431,138.0273,5.0,-1.962878,11.60162,0.008510955,0.0004677144,0.007383772,0.002917472,1191.566,1.919047,0.0,0.01894619,0.01628729,0.01966985,0.008729937,0.007574118,0.005084598,0.004389503,0.00636156,0.0364117,0.04955278,0.05181447,0.06737515,0.0901803,0.09251099,0.0,8.787457,9.050124,20.21418,3.292237,2.500692,1.170025,0.8710822,1.781312,2.692981,2.635676,2.760137,2.793592,2.92121,3.14555,0.0,27.65169,0.0,0.0,3.307426
203,23072001.0,0.985135,138.0137,5.0,-2.017303,11.61537,0.008510955,0.0004691096,0.007383772,0.002918206,1191.516,1.912041,0.0,0.01767557,0.01779587,0.02029307,0.008904315,0.00760976,0.005037389,0.004389466,0.006358533,0.0352469,0.04865106,0.05245622,0.05872914,0.0902957,0.09264982,0.0,8.782187,9.029472,20.15092,3.285237,2.495836,1.168809,0.8702013,1.777649,2.692248,2.638137,2.763108,2.798913,2.933692,3.158664,0.0,60.81147,0.0,0.0,3.325031
204,24072001.0,0.9793161,138.0,5.0,-2.072166,11.62843,0.008510955,0.0004701556,0.007383772,0.002920417,1191.466,1.904453,0.0,0.01724722,0.01792116,0.02041918,0.009010683,0.007695943,0.005061572,0.004405146,0.006357253,0.03444343,0.04808517,0.05255669,0.05387599,0.09041588,0.09278835,0.0,8.777131,9.011575,20.09284,3.278735,2.491238,1.167619,0.8693408,1.774017,2.691303,2.640422,2.76614,2.802618,2.946174,3.171765,0.0,77.68423,0.0,0.0,3.342677
205,25072001.0,0.9739653,137.9874,5.0,-2.127498,11.63996,0.008644499,0.0004719561,0.007493864,0.003018216,1191.415,1.898093,0.0,0.01175258,0.01197856,0.01605292,0.007592087,0.006713985,0.004839165,0.004186353,0.006325969,0.03390556,0.0477877,0.05259476,0.05129838,0.0905308,0.09292679,0.0,8.757537,8.98673,20.02694,3.271796,2.486472,1.166421,0.8683903,1.770399,2.690206,2.642589,2.769161,2.805442,2.958623,3.184846,0.0,2.47214,0.0,0.0,3.358739
206,26072001.0,0.9692746,137.9756,5.0,-2.182343,11.65027,0.008644499,0.0004733547,0.007493864,0.003017929,1191.364,1.894093,0.0,0.01398043,0.01270143,0.01656522,0.00697206,0.006130571,0.004567653,0.004211294,0.006287509,0.03372072,0.04784302,0.05286334,0.04991898,0.09065666,0.09306516,0.0,8.735343,8.958771,19.95027,3.262793,2.480162,1.165054,0.8674251,1.76674,2.689037,2.64473,2.772216,2.807802,2.971033,3.19791,0.0,3.242973,0.0,0.0,3.373495
207,27072001.0,0.9645563,137.9638,5.0,-2.236772,11.66081,0.008644499,0.0004747567,0.007493864,0.003019365,1191.313,1.88947,0.0,0.01127455,0.0135951,0.01706986,0.007178252,0.006239787,0.004544532,0.004186443,0.006257115,0.03356071,0.04792409,0.05311795,0.04916598,0.09078785,0.09320339,0.0,8.718683,8.932753,19.87776,3.254086,2.473969,1.163617,0.8664711,1.76309,2.687845,2.646892,2.775342,2.809902,2.983457,3.210958,0.0,18.04974,0.0,0.0,3.388263
208,28072001.0,0.9594561,137.9516,5.0,-2.291723,11.6716,0.008644499,0.0004751044,0.007493864,0.003022553,1191.263,1.884003,0.0,0.01431846,0.01479029,0.0179185,0.007675172,0.006627613,0.004659788,0.004219435,0.006250098,0.0328786,0.04744441,0.05278723,0.04832216,0.09092145,0.09334127,0.0,8.708112,8.909113,19.80952,3.245989,2.468151,1.16222,0.8655266,1.759447,2.68658,2.649017,2.778461,2.81182,2.995881,3.223992,0.0,56.36593,0.0,0.0,3.403958
209,29072001.0,0.9535939,137.9391,5.0,-2.349564,11.68149,0.008644499,0.0004769486,0.007493864,0.00312172,1191.212,1.876833,0.0,0.0145605,0.0135831,0.0166503,0.007167436,0.006212649,0.004646933,0.004154639,0.006243334,0.03190629,0.04652147,0.05195515,0.04703355,0.0910437,0.09347901,0.0,8.688958,8.882751,19.73667,3.237756,2.462323,1.160865,0.8645267,1.755812,2.685113,2.650949,2.7814,2.813453,3.008273,3.23701,0.0,2.737465,0.0,0.0,3.420873
210,30072001.0,0.9478533,137.9264,5.0,-2.407929,11.69065,0.008644499,0.0004783513,0.007493864,0.003122032,1191.16,1.87267,0.0,0.018447,0.01467791,0.01770491,0.007584193,0.006514327,0.004629401,0.00420074,0.00625291,0.03134743,0.04605092,0.05154566,0.0459343,0.09117431,0.09361669,0.0,8.673621,8.855793,19.65985,3.228575,2.455755,1.159361,0.8635212,1.752151,2.683479,2.652712,2.78417,2.814777,3.020638,3.250018,0.0,30.95557,0.0,0.0,3.437758
211,31072001.0,0.9415475,137.913,5.0,-2.466422,11.70039,0.008644499,0.0004797569,0.007493864,0.003123913,1191.109,1.864872,0.0,0.04998297,0.01802387,0.01950475,0.008427978,0.007118779,0.00478902,0.004255449,0.006266274,0.03109003,0.04592622,0.05149047,0.04515846,0.09131132,0.09375428,0.0,8.672586,8.832862,19.59135,3.220516,2.449961,1.15795,0.8625529,1.748496,2.68176,2.654406,2.786878,2.815867,3.033004,3.263007,0.0,74.27266,0.0,0.0,3.455817
212,1082001.0,0.9346059,137.8987,5.0,-2.525954,11.71062,0.008644499,0.0004798124,0.007493864,0.00312738,1191.059,1.855575,0.0,0.03661112,0.02030276,0.02099631,0.009249111,0.007783817,0.005007165,0.004342605,0.00629479,0.03073555,0.0457035,0.05135417,0.04443057,0.09145053,0.09389143,0.0,8.674198,8.814042,19.53015,3.213532,2.444972,1.156665,0.8616391,1.744878,2.679983,2.656062,2.789555,2.816772,3.04537,3.275981,0.0,101.0164,0.0,0.0,3.475365
213,2082001.0,0.9277933,137.8845,5.0,-2.586659,11.72012,0.00870891,0.0004817692,0.007574848,0.003227078,1191.008,1.846863,0.0,0.01445133,0.01427428,0.01735858,0.008124395,0.007080185,0.004963364,0.004240989,0.00630973,0.03054527,0.04557258,0.05127561,0.04380958,0.09157626,0.09402847,0.0,8.658161,8.791204,19.46569,3.206599,2.440218,1.155454,0.860678,1.741295,2.678121,2.657643,2.792165,2.817489,3.057704,3.288939,0.0,2.662234,0.0,0.0,3.494665
214,3082001.0,0.9223219,137.8713,5.0,-2.637227,11.73095,0.00870891,0.0004831709,0.007574848,0.00322687,1190.958,1.842514,0.0,0.01423772,0.01434542,0.01769635,0.007828522,0.006783714,0.004797496,0.004297254,0.01563803,0.04040003,0.0544186,0.05927442,0.05064064,0.09171269,0.09416552,0.0,8.642898,8.765768,19.3939,3.198247,2.434398,1.154108,0.8597341,1.738435,2.677218,2.660103,2.795637,2.818825,3.070011,3.301887,0.0,34.32927,0.0,0.0,3.511948
