,DATE,RESIDUE_P,HUMUS_P,FERTZR_P,NET_PL_EXCH_P,EXCH_PO4,SUR_DOP+SED_FLX,SUB_DOP_FLX,SUR_DIP_FLX,SUB_DIP_FLX,PRECIP_P,MICRO_P,FIRE_POX_EMIT,PO4_1,PO4_2,PO4_3,PO4_4,PO4_5,PO4_6,PO4_7,PO4_8,PO4_9,PO4_10,PO4_11,PO4_12,PO4_13,PO4_14,PO4_15,EXCH_P_1,EXCH_P_2,EXCH_P_3,EXCH_P_4,EXCH_P_5,EXCH_P_6,EXCH_P_7,EXCH_P_8,EXCH_P_9,EXCH_P_10,EXCH_P_11,EXCH_P_12,EXCH_P_13,EXCH_P_14,EXCH_P_15,PO4_RES,EXCH_P_RES,ECO_HVST_P
243,1092001.0,0.9122382,137.5079,5.0,-2.099258,13.79761,0.01003205,0.0004988871,0.01042359,0.002998487,1189.725,1.467045,0.0,0.5277143,0.3878243,0.1891411,0.1041245,0.08338053,0.0443742,0.03537179,0.06368986,0.1022085,0.09598729,0.09456046,0.09430698,0.0954437,0.09807488,0.0,25.4066,26.91331,11.06648,5.431802,3.447926,1.376686,0.9840809,2.029287,3.15303,3.069796,3.207934,3.262609,3.415251,3.670309,0.0,4.505506,0.0,0.0
244,2092001.0,0.9128374,137.4986,5.0,-2.095308,13.84075,0.01003205,0.0004988871,0.01042359,0.002998487,1189.693,1.459915,0.0,0.5233858,0.4159494,0.205967,0.1116099,0.08868392,0.04587362,0.03613058,0.06372266,0.102257,0.0960926,0.09468033,0.09442469,0.09556592,0.09820727,0.0,25.44793,26.9363,11.08639,5.444056,3.459341,1.381111,0.9884422,2.037306,3.163611,3.080541,3.219054,3.273794,3.42679,3.682777,0.0,4.047396,0.0,0.0
245,3092001.0,0.9151871,137.4889,5.0,-2.089619,13.8842,0.01003205,0.0004988871,0.01042359,0.002998487,1189.661,1.452646,0.0,0.4826155,0.4300693,0.21751,0.1180534,0.0938288,0.04784311,0.03726624,0.06404846,0.1023557,0.09619392,0.09479583,0.09454188,0.09568806,0.09833934,0.0,25.48683,26.96316,11.10891,5.457627,3.471745,1.385773,0.9928953,2.045318,3.174149,3.091262,3.230159,3.284958,3.438303,3.695219,0.0,2.902659,0.0,0.0
246,4092001.0,0.9177869,137.4791,5.0,-2.08386,13.92769,0.01003205,0.0004988871,0.01042359,0.002998487,1189.63,1.44561,0.0,0.4295488,0.4276554,0.2194618,0.1201045,0.09568056,0.04887109,0.03811894,0.0644341,0.1025123,0.09629749,0.09490805,0.09465881,0.09580977,0.09847119,0.0,25.51887,26.99073,11.13238,5.471865,3.48474,1.390617,0.9974381,2.053354,3.184655,3.101959,3.241244,3.296106,3.449784,3.70765,0.0,2.058582,0.0,0.0
247,5092001.0,0.9173831,137.4692,5.0,-2.081371,13.97097,0.01003205,0.0004988871,0.01042359,0.002998487,1189.599,1.439223,0.0,0.3682788,0.4136629,0.2138522,0.118259,0.09455272,0.04899437,0.03860649,0.06473113,0.1026872,0.09640343,0.09501721,0.09477538,0.09593138,0.09860303,0.0,25.54259,27.01674,11.15547,5.486128,3.497827,1.395528,1.002015,2.061407,3.195135,3.112633,3.252303,3.307235,3.461245,3.720076,0.0,1.386491,0.0,0.0
248,6092001.0,0.91592,137.4594,5.0,-2.080093,14.01401,0.01003205,0.0004988871,0.01042359,0.002998487,1189.568,1.433389,0.0,0.3258563,0.3994279,0.2076939,0.1161302,0.09307946,0.04901496,0.03897949,0.06494124,0.1028453,0.09650827,0.09512313,0.09489229,0.09605287,0.09873468,0.0,25.56031,27.04108,11.17802,5.50025,3.510818,1.400452,1.00659,2.06946,3.205588,3.123288,3.263342,3.318346,3.472681,3.732468,0.0,0.9721336,0.0,0.0
249,7092001.0,0.9141994,137.4502,5.0,-2.079235,14.05424,0.01099182,0.0004998047,0.01137215,0.003005255,1189.537,1.43221,0.0,0.1088984,0.1753584,0.1569975,0.09346617,0.08265577,0.04626194,0.03095487,0.06476919,0.1028401,0.09654351,0.09519407,0.09501176,0.09617374,0.09886616,0.0,25.50482,27.01888,11.20152,5.512544,3.522743,1.405229,1.011093,2.077515,3.216015,3.133924,3.274368,3.329435,3.484092,3.744765,0.0,0.6716565,0.0,0.0
250,8092001.0,0.9127478,137.4426,5.0,-2.078485,14.09369,0.01099182,0.0004998047,0.01137215,0.003005255,1189.508,1.432669,0.0,0.2119946,0.2467139,0.115621,0.08513303,0.0719253,0.04175026,0.03131071,0.06399613,0.1028205,0.096621,0.0952915,0.09515413,0.09629454,0.09899751,0.0,25.47034,26.9853,11.22116,5.52267,3.532708,1.409449,1.015461,2.085459,3.226411,3.144541,3.285369,3.340509,3.495476,3.757137,0.0,1.576632,0.0,0.0
251,9092001.0,0.91146,137.4354,5.0,-2.077726,14.13318,0.01099182,0.0004998047,0.01137215,0.003005255,1189.478,1.433187,0.0,0.2497489,0.2656541,0.1102604,0.08095066,0.06632228,0.03883006,0.0307672,0.06304921,0.1027123,0.09671386,0.09540349,0.09527542,0.09641489,0.09912869,0.0,25.46999,26.96854,11.22819,5.530966,3.541078,1.413163,1.019671,2.093233,3.236766,3.155153,3.296371,3.351568,3.506834,3.769489,0.0,1.82773,0.0,0.0
252,10092001.0,0.9100832,137.4283,5.0,-2.076952,14.17276,0.01099182,0.0004998047,0.01137215,0.003005255,1189.448,1.433777,0.0,0.2716173,0.2790156,0.114707,0.08066796,0.06469227,0.03747964,0.03046407,0.06228407,0.1025311,0.09679078,0.09551559,0.09538998,0.09653535,0.09925978,0.0,25.48189,26.95839,11.23422,5.53861,3.548726,1.416599,1.023689,2.100842,3.247058,3.165748,3.307346,3.362608,3.518161,3.781842,0.0,1.933653,0.0,0.0
253,11092001.0,0.9086529,137.4212,5.0,-2.076125,14.2127,0.01099182,0.0004998047,0.01137215,0.003005255,1189.418,1.433609,0.0,0.3884659,0.2835303,0.1210956,0.08199749,0.06518004,0.03732764,0.03057638,0.06185283,0.1023554,0.09685282,0.09562527,0.09549079,0.09665546,0.09939042,0.0,25.50733,26.9547,11.24216,5.54646,3.556368,1.419966,1.0276,2.108332,3.257285,3.176327,3.318319,3.373633,3.529468,3.794158,0.0,2.065684,0.0,0.0
254,12092001.0,0.9069165,137.4137,5.0,-2.074779,14.25315,0.01099182,0.0004998047,0.01137215,0.003005255,1189.388,1.430294,0.0,0.5995447,0.2998156,0.132973,0.08671177,0.06793326,0.03793446,0.03092957,0.06165741,0.1022277,0.09690471,0.09573267,0.09559314,0.09677496,0.09952095,0.0,25.5513,26.9579,11.25234,5.554735,3.5642,1.423349,1.031466,2.115757,3.267452,3.186887,3.329274,3.384643,3.540748,3.806471,0.0,6.48771,0.0,0.0
255,13092001.0,0.9052224,137.4056,5.0,-2.07373,14.29409,0.01099182,0.0004998047,0.01137215,0.003005255,1189.359,1.427459,0.0,0.5072287,0.3014658,0.138814,0.08908545,0.0698591,0.03934612,0.03169769,0.06179239,0.1021596,0.09694505,0.09583454,0.09570323,0.09689439,0.09965131,0.0,25.59838,26.96741,11.26589,5.564223,3.572863,1.426938,1.035384,2.123172,3.27757,3.197426,3.340219,3.395634,3.551999,3.818772,0.0,4.491233,0.0,0.0
256,14092001.0,0.9039279,137.398,5.0,-2.072881,14.33455,0.01099182,0.0004998047,0.01137215,0.003005256,1189.328,1.425368,0.0,0.1794595,0.2825479,0.1315567,0.08338866,0.06603233,0.0384605,0.03169772,0.06187077,0.1021503,0.09698472,0.09593293,0.09582284,0.09701367,0.09978136,0.0,25.6197,26.97404,11.27871,5.573446,3.581434,1.430582,1.039322,2.130613,3.287656,3.207945,3.351148,3.406602,3.563232,3.831051,0.0,1.134705,0.0,0.0
257,15092001.0,0.9025292,137.3914,5.0,-2.072478,14.37398,0.01099182,0.0004998047,0.01137215,0.003005257,1189.298,1.424815,0.0,0.1752089,0.2726285,0.1231462,0.0761631,0.06014443,0.03586829,0.03089019,0.06154076,0.1021347,0.09703823,0.09603377,0.09595884,0.09713259,0.09991142,0.0,25.60946,26.97191,11.28874,5.581,3.588833,1.433954,1.043125,2.138025,3.297723,3.218445,3.362065,3.417573,3.574435,3.843325,0.0,0.8899628,0.0,0.0
258,16092001.0,0.9011312,137.385,5.0,-2.07208,14.41246,0.01099182,0.000499805,0.01137215,0.003005263,1189.268,1.424783,0.0,0.1715147,0.2517055,0.1242011,0.07365365,0.05744004,0.03429034,0.03022109,0.06102596,0.1020507,0.09709387,0.09613635,0.09605534,0.0972515,0.1000412,0.0,25.57521,26.95928,11.29849,5.58743,3.595292,1.43703,1.046745,2.145335,3.307758,3.228933,3.372964,3.428503,3.585619,3.85557,0.0,0.8313895,0.0,0.0
259,17092001.0,0.8994842,137.3787,5.0,-2.071679,14.45135,0.01099182,0.000499805,0.01137215,0.003005263,1189.237,1.424847,0.0,0.2534655,0.2721848,0.1215282,0.07578257,0.05850156,0.03444664,0.03019619,0.06069995,0.1019573,0.09715888,0.09624416,0.09617047,0.09737018,0.1001706,0.0,25.56971,26.9528,11.30752,5.593935,3.601632,1.440014,1.050267,2.152545,3.317753,3.239407,3.383852,3.439436,3.596783,3.867809,0.0,1.145898,0.0,0.0
260,18092001.0,0.8979935,137.3726,5.0,-2.071296,14.49008,0.01099182,0.000499805,0.01137215,0.003005264,1189.207,1.424868,0.0,0.1852621,0.2637763,0.1200112,0.07404255,0.05731832,0.03414495,0.0301426,0.06056723,0.1018651,0.0972038,0.09634513,0.09628401,0.09748823,0.1003001,0.0,25.55634,26.94712,11.31611,5.600627,3.608094,1.443029,1.053772,2.159704,3.327707,3.249864,3.394722,3.450334,3.607922,3.880039,0.0,0.4926277,0.0,0.0
261,19092001.0,0.8963646,137.3665,5.0,-2.070923,14.52881,0.01099182,0.000499805,0.01137215,0.003005264,1189.177,1.424863,0.0,0.2593036,0.2754547,0.121209,0.07464963,0.05725799,0.03391282,0.03004302,0.06042068,0.1018248,0.09726377,0.09645062,0.09639596,0.09760624,0.1004294,0.0,25.55348,26.94247,11.32385,5.60706,3.614329,1.445983,1.057226,2.166821,3.337631,3.260305,3.405583,3.461228,3.619048,3.892236,0.0,1.079609,0.0,0.0
262,20092001.0,0.8940172,137.3599,5.0,-2.070557,14.56805,0.01099182,0.000499805,0.01137215,0.003005264,1189.146,1.422291,0.0,0.5377332,0.282922,0.1278616,0.07731087,0.0590528,0.0346507,0.03032395,0.06040568,0.1018013,0.09732237,0.09655452,0.09650084,0.09772403,0.1005585,0.0,25.57957,26.94251,11.33281,5.614,3.620831,1.448985,1.060673,2.173907,3.347522,3.270728,3.416424,3.4721,3.630141,3.904438,0.0,6.368376,0.0,0.0
263,21092001.0,0.8912606,137.3528,5.0,-2.070165,14.60787,0.01099182,0.000499805,0.01137215,0.003005264,1189.116,1.418167,0.0,0.6801414,0.2940746,0.1351651,0.08010341,0.06094707,0.03557973,0.03073118,0.0605353,0.1018176,0.0973818,0.09665684,0.09660998,0.09784135,0.1006876,0.0,25.63454,26.94682,11.34362,5.621582,3.627797,1.452117,1.06416,2.18099,3.357393,3.281133,3.427256,3.482954,3.641228,3.916616,0.0,8.231841,0.0,0.0
264,22092001.0,0.8893347,137.3462,5.0,-2.069814,14.64724,0.01099182,0.0004998055,0.01137215,0.00300527,1189.086,1.418906,0.0,0.2396839,0.2842774,0.1367936,0.07910567,0.06061669,0.03594134,0.03103653,0.06073932,0.1018705,0.09744267,0.09675716,0.09673393,0.09795869,0.1008163,0.0,25.64115,26.94875,11.35701,5.629717,3.635149,1.455389,1.067706,2.188096,3.367243,3.291521,3.438068,3.493803,3.652276,3.928779,0.0,0.5909961,0.0,0.0
265,23092001.0,0.8878772,137.34,5.0,-2.069461,14.68634,0.01099182,0.0004998055,0.01137215,0.00300527,1189.056,1.418276,0.0,0.2842015,0.2674789,0.1217623,0.07336307,0.0567861,0.03465701,0.03073975,0.06077903,0.1019445,0.09751428,0.09685925,0.09684188,0.09807571,0.1009451,0.0,25.65125,26.94786,11.36804,5.637235,3.642162,1.458619,1.071241,2.195213,3.377093,3.301897,3.448871,3.504617,3.663318,3.940942,0.0,1.196192,0.0,0.0
266,24092001.0,0.8864143,137.3341,5.0,-2.069098,14.72486,0.01099182,0.0004998055,0.01137215,0.00300527,1189.025,1.415719,0.0,0.4302059,0.2557776,0.1154956,0.06786101,0.05207766,0.03222021,0.02971142,0.06040119,0.101969,0.09759283,0.09696357,0.09694517,0.09819288,0.1010737,0.0,25.67451,26.94234,11.37421,5.64287,3.647842,1.461523,1.074627,2.20228,3.386931,3.312262,3.459657,3.515433,3.674327,3.953062,0.0,3.820744,0.0,0.0
267,25092001.0,0.8847999,137.3281,5.0,-2.068731,14.76326,0.01099182,0.0004998055,0.01137215,0.002974244,1188.994,1.412663,0.0,0.4563531,0.2585987,0.1176593,0.06733035,0.05100476,0.03139969,0.02919166,0.05997603,0.1019116,0.09766624,0.0970684,0.09705526,0.09840465,0.1011694,0.0,25.70542,26.93719,11.37959,5.647805,3.652874,1.464204,1.077865,2.20924,3.396743,3.322613,3.470433,3.526223,3.685452,3.965068,0.0,4.82017,0.0,0.0
268,26092001.0,0.8829462,137.322,5.0,-2.068357,14.80178,0.01099182,0.0004998055,0.01137215,0.002886369,1188.964,1.409346,0.0,0.510339,0.2687818,0.1231318,0.06886984,0.05176016,0.03158374,0.02914424,0.05975299,0.1018374,0.09773207,0.09717288,0.09716725,0.09845529,0.101313,0.0,25.74107,26.93444,11.38603,5.652922,3.657936,1.466851,1.081047,2.216118,3.406521,3.332939,3.481196,3.537001,3.69674,3.976905,0.0,5.740098,0.0,0.0
269,27092001.0,0.8807518,137.3154,5.0,-2.067993,14.84071,0.01099182,0.0004998055,0.01137215,0.002803009,1188.934,1.405771,0.0,0.5680867,0.2845847,0.1322351,0.07218716,0.05395908,0.03265892,0.02953528,0.05977432,0.1018016,0.09779422,0.09727623,0.09727796,0.09855317,0.1014451,0.0,25.78483,26.93597,11.39475,5.658859,3.66348,1.469603,1.084249,2.222958,3.416269,3.343265,3.491944,3.547776,3.707907,3.988865,0.0,6.099363,0.0,0.0
270,28092001.0,0.8785915,137.3084,5.0,-2.067629,14.88004,0.01099182,0.0004998055,0.01137215,0.002758469,1188.903,1.402487,0.0,0.5341337,0.2919004,0.1384419,0.07478324,0.05584363,0.033937,0.03012325,0.06000864,0.1018345,0.09785937,0.09737898,0.09738756,0.09866575,0.1015755,0.0,25.8311,26.94164,11.40597,5.665823,3.66974,1.472556,1.087533,2.229813,3.426004,3.353554,3.50269,3.558552,3.718985,4.000918,0.0,5.093009,0.0,0.0
271,29092001.0,0.8767585,137.3015,5.0,-2.067281,14.91934,0.01099182,0.0004998055,0.01137215,0.002758469,1188.873,1.399626,0.0,0.4469486,0.2869464,0.1373746,0.07367388,0.05513094,0.03408657,0.03034638,0.06024488,0.1019248,0.09793269,0.09748167,0.09749708,0.09878261,0.1017069,0.0,25.86865,26.94752,11.41769,5.673047,3.676238,1.475632,1.090884,2.236707,3.435717,3.363842,3.513408,3.569328,3.730025,4.012975,0.0,3.635563,0.0,0.0
272,30092001.0,0.8748969,137.2948,5.0,-2.066929,14.95844,0.01099182,0.0004998055,0.01137215,0.002758469,1188.843,1.396655,0.0,0.4411853,0.2913471,0.1394426,0.07344992,0.0544841,0.03388861,0.03032025,0.06033386,0.1020276,0.09801573,0.09758566,0.09760733,0.09889926,0.1018356,0.0,25.89968,26.95269,11.42895,5.679931,3.682522,1.478688,1.094233,2.24362,3.44543,3.374106,3.524127,3.580074,3.741034,4.025017,0.0,3.487937,0.0,0.0
273,1102001.0,0.872811,137.2876,5.0,-2.066578,14.99775,0.01099182,0.0004998055,0.01137215,0.002758469,1188.812,1.393576,0.0,0.4537628,0.304736,0.147312,0.07633244,0.05606155,0.03473712,0.03064119,0.06045636,0.1021254,0.09810426,0.09769106,0.09771794,0.099016,0.1019637,0.0,25.93176,26.96077,11.44163,5.687251,3.689021,1.481803,1.097597,2.250534,3.455143,3.384357,3.534827,3.590812,3.752023,4.037062,0.0,3.424384,0.0,0.0
274,2102001.0,0.8706635,137.2801,5.0,-2.06622,15.03735,0.01099182,0.0004998055,0.01137215,0.002758469,1188.782,1.390563,0.0,0.4612815,0.3152665,0.1542218,0.07922487,0.05786734,0.03578742,0.03112421,0.06070403,0.1022445,0.09819719,0.09779728,0.09782824,0.09913249,0.1020911,0.0,25.96422,26.97213,11.45623,5.695404,3.696044,1.485081,1.101026,2.257471,3.464856,3.394608,3.545517,3.601546,3.762994,4.049076,0.0,3.064743,0.0,0.0
275,3102001.0,0.8689442,137.2729,5.0,-2.065893,15.07696,0.01099182,0.0004998055,0.01137215,0.002758469,1188.752,1.388088,0.0,0.3418368,0.2964869,0.1471089,0.0772907,0.05702264,0.03599479,0.03141996,0.06099201,0.1023885,0.09829383,0.09790352,0.09793805,0.09924865,0.1022184,0.0,25.98902,26.98373,11.47159,5.704031,3.703442,1.488513,1.104526,2.264449,3.47458,3.40484,3.5562,3.612245,3.773934,4.061084,0.0,1.639825,0.0,0.0
276,4102001.0,0.8678748,137.2668,5.0,-2.065567,15.11561,0.01099182,0.0004998055,0.01137215,0.002758469,1188.721,1.386494,0.0,0.1914994,0.2696928,0.1265302,0.06827466,0.05102159,0.03330947,0.03058655,0.06094757,0.1025179,0.09839432,0.09801017,0.09805602,0.09936474,0.1023457,0.0,25.98777,26.98743,11.48279,5.711079,3.709928,1.491773,1.107976,2.271445,3.484315,3.415053,3.566862,3.622946,3.784866,4.073071,0.0,1.042305,0.0,0.0
277,5102001.0,0.867021,137.2614,5.0,-2.065234,15.15339,0.01099182,0.0004998055,0.01137215,0.002758469,1188.691,1.385041,0.0,0.2618458,0.2559894,0.117596,0.06296753,0.04663317,0.03058817,0.02929199,0.06040414,0.1025488,0.09849439,0.09811865,0.0981658,0.09948052,0.1024725,0.0,25.98714,26.98396,11.48908,5.715687,3.714686,1.49456,1.111204,2.278353,3.494042,3.425267,3.577525,3.633631,3.795758,4.085037,0.0,0.8197773,0.0,0.0
278,6102001.0,0.8661994,137.2562,5.0,-2.064901,15.19076,0.01099182,0.0004998055,0.01137215,0.002758469,1188.66,1.38284,0.0,0.2718237,0.2540319,0.1164734,0.06086985,0.04437272,0.0288013,0.02826534,0.05976565,0.1024699,0.09858166,0.09822716,0.09827191,0.0995961,0.1025993,0.0,25.99463,26.97782,11.49296,5.718935,3.718329,1.497002,1.114225,2.285118,3.503739,3.435479,3.588163,3.644291,3.806644,4.097003,0.0,1.30179,0.0,0.0
279,7102001.0,0.8650159,137.2506,5.0,-2.064575,15.22826,0.01099182,0.0004998055,0.01137215,0.002758469,1188.63,1.380272,0.0,0.2979544,0.2698032,0.1259946,0.06466167,0.04652568,0.02930058,0.0282409,0.05941401,0.1023485,0.09865195,0.09833363,0.09838191,0.09971138,0.102726,0.0,26.004,26.97528,11.49849,5.722593,3.722063,1.49937,1.117151,2.291757,3.513392,3.445659,3.598798,3.654951,3.817498,4.108939,0.0,1.702353,0.0,0.0
280,8102001.0,0.8635582,137.2444,5.0,-2.064267,15.26621,0.01099182,0.0004998055,0.01137215,0.00272084,1188.601,1.377581,0.0,0.302563,0.2850568,0.1360602,0.06941233,0.04989334,0.03070246,0.02879482,0.0594661,0.1022848,0.09871276,0.09843776,0.09849369,0.09989651,0.1028295,0.0,26.01649,26.97779,11.50713,5.727593,3.726659,1.501914,1.120125,2.298349,3.523002,3.455836,3.609418,3.665589,3.828463,4.120756,0.0,1.615346,0.0,0.0
281,9102001.0,0.86204,137.2385,5.0,-2.063969,15.30392,0.01100771,0.0005000652,0.01138124,0.002635963,1188.571,1.377088,0.0,0.1278196,0.2280092,0.1366857,0.06795823,0.05112853,0.03151846,0.02655028,0.05971519,0.1023077,0.09877332,0.0985392,0.09868244,0.09996314,0.1029661,0.0,25.9863,26.98061,11.51762,5.733592,3.732026,1.504668,1.123185,2.304966,3.532587,3.465984,3.620024,3.676213,3.839517,4.132482,0.0,1.599894,0.0,0.0
282,10102001.0,0.8608198,137.2331,5.0,-2.063657,15.34008,0.01101055,0.0005002817,0.01138282,0.002554169,1188.543,1.377782,0.0,0.1744864,0.234769,0.130696,0.06594913,0.04961272,0.03113835,0.02711092,0.05974825,0.1023807,0.09884115,0.09863961,0.09874023,0.1000646,0.1030954,0.0,25.93412,26.95221,11.52771,5.738791,3.737413,1.507458,1.126225,2.311612,3.542163,3.476121,3.630624,3.686834,3.850479,4.144302,0.0,0.7777122,0.0,0.0
283,11102001.0,0.8597897,137.228,5.0,-2.063346,15.37672,0.01101055,0.0005002817,0.01138282,0.002541944,1188.513,1.378086,0.0,0.1960266,0.2450154,0.1251649,0.06375428,0.04657772,0.02978676,0.02725657,0.05958699,0.1024448,0.09891904,0.09874198,0.09885069,0.1001769,0.1032239,0.0,25.91379,26.93239,11.53586,5.743232,3.741986,1.510091,1.129378,2.318264,3.551739,3.486252,3.641201,3.697453,3.861378,4.156189,0.0,0.703159,0.0,0.0
284,12102001.0,0.8588564,137.2231,5.0,-2.063039,15.41334,0.01101055,0.0005003616,0.01138282,0.002542247,1188.484,1.378218,0.0,0.09369695,0.1965668,0.1218351,0.06234739,0.0445311,0.02882124,0.0270824,0.05934753,0.1024601,0.09899659,0.09884482,0.09896048,0.1002918,0.1033519,0.0,25.89069,26.91612,11.54379,5.747352,3.745952,1.512564,1.132461,2.324881,3.561293,3.49635,3.651779,3.708075,3.872241,4.168061,0.0,0.2890695,0.0,0.0
285,13102001.0,0.8579724,137.2184,5.0,-2.062729,15.44896,0.01101055,0.0005003624,0.01138282,0.00254226,1188.455,1.378729,0.0,0.1612834,0.2263384,0.1072636,0.06255869,0.04343905,0.02826355,0.02693547,0.05911709,0.1024427,0.09907067,0.09894798,0.09906291,0.100407,0.1034783,0.0,25.84088,26.88395,11.55192,5.751627,3.749579,1.514925,1.135457,2.331449,3.570829,3.50645,3.662337,3.718662,3.883093,4.179911,0.0,0.3350872,0.0,0.0
286,14102001.0,0.8572137,137.2139,5.0,-2.062421,15.48503,0.01101055,0.0005003624,0.01138282,0.00254226,1188.425,1.379055,0.0,0.1842435,0.239936,0.1042496,0.06027306,0.0414065,0.02762022,0.02675794,0.05891858,0.1024131,0.0991406,0.09905077,0.0991741,0.1005217,0.1036042,0.0,25.81938,26.86488,11.55392,5.75641,3.753198,1.517204,1.138382,2.337975,3.580341,3.516533,3.672886,3.729247,3.893908,4.191755,0.0,0.3086012,0.0,0.0
287,15102001.0,0.8566331,137.2096,5.0,-2.062104,15.52098,0.01101055,0.0005003624,0.01138282,0.00254226,1188.396,1.379003,0.0,0.1850966,0.2371645,0.0995319,0.05303101,0.03638266,0.02676236,0.02647271,0.05870854,0.1023752,0.09920669,0.09915265,0.0992816,0.1006364,0.1037297,0.0,25.8036,26.84914,11.55444,5.759119,3.755776,1.519378,1.141228,2.344455,3.589829,3.526593,3.683429,3.739829,3.904712,4.203577,0.0,0.2743751,0.0,0.0
288,16102001.0,0.8562201,137.2056,5.0,-2.06179,15.55649,0.01101055,0.0005003624,0.01138282,0.00254226,1188.366,1.378853,0.0,0.1781832,0.2333827,0.09600852,0.04995321,0.0342137,0.02550675,0.02595555,0.05840732,0.1023205,0.09926924,0.09925395,0.09938934,0.1007512,0.103855,0.0,25.78795,26.83177,11.5528,5.759625,3.756887,1.521376,1.143968,2.350877,3.59929,3.536644,3.69395,3.750377,3.915488,4.215383,0.0,0.1853125,0.0,0.0
289,17102001.0,0.8556265,137.2016,5.0,-2.061491,15.5919,0.01101055,0.0005003624,0.01138282,0.00254226,1188.336,1.379032,0.0,0.1813708,0.2388617,0.09954435,0.05070495,0.0344524,0.02522032,0.0257441,0.05812773,0.1022435,0.09932678,0.09935459,0.09949481,0.1008654,0.1039804,0.0,25.77254,26.81539,11.55107,5.75968,3.7576,1.52325,1.146611,2.357223,3.60872,3.546668,3.70447,3.760919,3.926248,4.227193,0.0,0.1243858,0.0,0.0
290,18102001.0,0.854856,137.1973,5.0,-2.061195,15.62757,0.01101055,0.0005003624,0.01138282,0.00254226,1188.307,1.378867,0.0,0.2005253,0.2380772,0.1022379,0.05220811,0.03549581,0.02582971,0.02599299,0.05808135,0.1021867,0.09937979,0.09945374,0.09959933,0.1009795,0.1041054,0.0,25.76256,26.80244,11.55124,5.760452,3.758707,1.525192,1.149245,2.363523,3.618119,3.556677,3.714964,3.77146,3.936985,4.238965,0.0,0.2961684,0.0,0.0
291,19102001.0,0.8540527,137.1931,5.0,-2.060901,15.66325,0.01101055,0.0005003624,0.01138282,0.00254226,1188.277,1.377676,0.0,0.2684879,0.2319714,0.1011617,0.05171804,0.03528878,0.02544623,0.02590313,0.05807004,0.1021752,0.09943464,0.09955239,0.09970054,0.1010935,0.1042301,0.0,25.7637,26.78887,11.55107,5.761192,3.759848,1.527153,1.151881,2.369815,3.627494,3.566663,3.725457,3.781967,3.947702,4.250732,0.0,1.951329,0.0,0.0
292,20102001.0,0.852649,137.1887,5.0,-2.060616,15.69913,0.01101055,0.0005003624,0.01138282,0.002497261,1188.247,1.375086,0.0,0.4237397,0.2364977,0.1047188,0.05301849,0.03608172,0.02556902,0.02594151,0.05803453,0.1021792,0.09949354,0.09965105,0.09980591,0.1012653,0.1043362,0.0,25.78141,26.77682,11.55132,5.762047,3.761065,1.529092,1.15449,2.376085,3.63685,3.576635,3.735927,3.79247,3.958523,4.262383,0.0,5.992218,0.0,0.0
293,21102001.0,0.8509962,137.1839,5.0,-2.060337,15.73548,0.01101055,0.0005003624,0.01138282,0.002410564,1188.217,1.372278,0.0,0.4764148,0.2447114,0.1103556,0.05566544,0.03782954,0.02644215,0.02634133,0.05813233,0.1022059,0.09955592,0.09974973,0.09991308,0.1013387,0.1044686,0.0,25.81396,26.76859,11.55365,5.763733,3.762801,1.531135,1.157126,2.382346,3.646197,3.586583,3.746391,3.802975,3.969407,4.273969,0.0,6.388807,0.0,0.0
294,22102001.0,0.8500926,137.1793,5.0,-2.060055,15.77129,0.01101055,0.000500367,0.01138282,0.002331881,1188.188,1.372501,0.0,0.1144545,0.223238,0.1179167,0.05966678,0.03870448,0.02677176,0.02609248,0.058313,0.1022754,0.09962364,0.09984827,0.1000272,0.1014412,0.1045963,0.0,25.79604,26.75387,11.55903,5.766449,3.765055,1.533316,1.159803,2.388628,3.655522,3.596524,3.756838,3.81348,3.980205,4.285643,0.0,0.05970936,0.0,0.0
295,23102001.0,0.8493037,137.175,5.0,-2.059787,15.80684,0.01101055,0.000500367,0.01138282,0.002331881,1188.159,1.374126,0.0,0.1269098,0.2447211,0.1095945,0.05638285,0.03790263,0.02672266,0.02638415,0.0584055,0.1023649,0.0997,0.09994825,0.100143,0.1015524,0.1047226,0.0,25.75538,26.73921,11.56383,5.769917,3.767545,1.535508,1.16252,2.394928,3.664846,3.606434,3.767274,3.823958,3.990951,4.297338,0.0,0.06559899,0.0,0.0
296,24102001.0,0.8486704,137.1707,5.0,-2.059514,15.84236,0.01101055,0.000500367,0.01138282,0.002331881,1188.129,1.374665,0.0,0.1545304,0.2379385,0.1024625,0.05330714,0.03663981,0.02641601,0.02644913,0.0584764,0.102453,0.0997813,0.100049,0.1002516,0.101666,0.1048482,0.0,25.72437,26.72668,11.56612,5.772072,3.769634,1.537713,1.165251,2.401242,3.67417,3.616344,3.777703,3.834426,4.001677,4.309028,0.0,0.1211141,0.0,0.0
297,25102001.0,0.848242,137.1669,5.0,-2.059241,15.87749,0.01101055,0.000500367,0.01138282,0.002331881,1188.099,1.374546,0.0,0.1581563,0.229901,0.09614381,0.05035162,0.03488458,0.02499645,0.02593167,0.05834438,0.1025178,0.09986541,0.1001506,0.1003581,0.1017796,0.1049728,0.0,25.70093,26.71045,11.56528,5.772814,3.77097,1.539756,1.167914,2.407537,3.683495,3.626245,3.788111,3.84489,4.012376,4.320722,0.0,0.1377913,0.0,0.0
